Variation,visit_id,steps,total_steps,backward_steps
Control,118509546_69849813633_676169,"(4, 0)",4,0
Control,118542363_68130062917_19869,"(4, 0)",4,0
Control,118567823_77083571539_442423,"(6, 1)",6,1
Control,118587480_95145204557_310126,"(3, 0)",3,0
Control,118626507_3369959419_813057,"(4, 0)",4,0
Control,118633114_81521410462_158007,"(0, 0)",0,0
Control,118660118_48180870703_566586,"(3, 0)",3,0
Control,118692123_69155045540_520095,"(7, 2)",7,2
Control,118714987_16645185105_286383,"(1, 0)",1,0
Control,118719059_78403725987_44394,"(5, 1)",5,1
Control,118773707_6825242344_189956,"(4, 0)",4,0
Control,118790264_88393855362_814927,"(1, 0)",1,0
Control,118808339_78503249872_587863,"(4, 0)",4,0
Control,11882706_22165771324_21787,"(0, 0)",0,0
Control,11890733_84913414657_766794,"(3, 0)",3,0
Control,118963382_14954004514_863675,"(4, 0)",4,0
Control,11898447_97756735890_320248,"(3, 0)",3,0
Control,11899615_21600401236_223457,"(1, 0)",1,0
Control,119026294_39060717185_954315,"(6, 1)",6,1
Control,11908088_23531456391_855671,"(5, 1)",5,1
Control,119087882_58835915842_130132,"(3, 1)",3,1
Control,119092491_82204500799_765655,"(3, 0)",3,0
Control,119123186_70680902278_700733,"(9, 3)",9,3
Control,11915642_63719450184_557063,"(4, 0)",4,0
Control,119162170_31420035865_823377,"(6, 1)",6,1
Control,119193083_64521116486_355765,"(3, 0)",3,0
Control,119208864_65436276433_385022,"(4, 0)",4,0
Control,119235651_93976314687_958230,"(5, 2)",5,2
Control,119246336_59451126691_742770,"(4, 0)",4,0
Control,119271147_53136771508_726019,"(3, 0)",3,0
Control,119281619_25209311848_932308,"(5, 1)",5,1
Control,119289945_56604567617_650768,"(3, 0)",3,0
Control,119290182_57892840193_603813,"(4, 0)",4,0
Control,119292097_58583677361_310771,"(4, 0)",4,0
Control,119309536_38074288538_145882,"(4, 0)",4,0
Control,11931057_69107863646_206148,"(4, 0)",4,0
Control,119317066_9362412681_901008,"(4, 0)",4,0
Control,119334881_84366980692_367624,"(3, 0)",3,0
Control,119352576_3691336160_514863,"(1, 0)",1,0
Control,119378985_25175014030_979704,"(2, 0)",2,0
Control,119411390_64352583480_163002,"(6, 1)",6,1
Control,119433091_78701973594_124781,"(4, 0)",4,0
Control,119454601_76774270593_99855,"(4, 0)",4,0
Control,119500390_79564332375_439300,"(5, 1)",5,1
Control,119597181_77299326088_263895,"(4, 0)",4,0
Control,119635871_3439058809_598164,"(1, 0)",1,0
Control,119636131_31461347483_457376,"(3, 0)",3,0
Control,11978032_82542563938_891657,"(3, 0)",3,0
Control,119818686_24032430448_1246,"(4, 0)",4,0
Control,119848473_65630079066_113087,"(4, 0)",4,0
Control,119865614_69146998520_733238,"(3, 0)",3,0
Control,119868293_38464735300_501965,"(4, 0)",4,0
Control,119909799_10205177390_929697,"(4, 0)",4,0
Control,119955997_67207808624_761082,"(1, 0)",1,0
Control,119991097_18669689168_56147,"(4, 0)",4,0
Control,119994520_87392769980_768995,"(4, 0)",4,0
Control,120003502_40419708236_844787,"(4, 0)",4,0
Control,120027680_53148807162_296715,"(6, 1)",6,1
Control,120062297_77563779808_81951,"(4, 0)",4,0
Control,120098873_86476484399_469477,"(4, 0)",4,0
Control,120124142_31400324987_151847,"(3, 1)",3,1
Control,120186969_85898503815_932358,"(2, 1)",2,1
Control,120264965_84901307754_320460,"(0, 0)",0,0
Control,120320287_85501544941_975337,"(4, 0)",4,0
Control,120340123_24935741867_644300,"(2, 1)",2,1
Control,120341990_61682014537_674237,"(8, 2)",8,2
Control,120357172_77446360221_996858,"(0, 0)",0,0
Control,120382990_65727509264_247321,"(3, 0)",3,0
Control,120431574_89587101437_289383,"(4, 0)",4,0
Control,120509569_84561586997_36770,"(1, 0)",1,0
Control,120546819_48134818470_990278,"(3, 1)",3,1
Control,120547028_97441236091_94203,"(8, 1)",8,1
Control,12055550_73715679759_842738,"(0, 0)",0,0
Control,120642987_73892849501_441286,"(6, 3)",6,3
Control,120648731_29285286098_784835,"(4, 1)",4,1
Control,120665648_33216406862_240380,"(8, 2)",8,2
Control,120690401_79853678313_780061,"(4, 0)",4,0
Control,12073164_19049441239_413304,"(4, 0)",4,0
Control,120762529_29983940998_752518,"(0, 0)",0,0
Control,120784288_61628566845_43116,"(4, 0)",4,0
Control,120813061_81693782033_565368,"(1, 0)",1,0
Control,120832138_40616024853_412698,"(7, 2)",7,2
Control,120915526_82126501279_735595,"(0, 0)",0,0
Control,120964881_159401944_672258,"(4, 0)",4,0
Control,121046433_41769744641_147208,"(4, 0)",4,0
Control,121122760_49585892112_348108,"(4, 0)",4,0
Control,121180454_32894565146_390736,"(4, 0)",4,0
Control,121189632_53171491080_878308,"(3, 0)",3,0
Control,121219607_22031864498_834964,"(4, 0)",4,0
Control,121300808_63024669474_69323,"(4, 0)",4,0
Control,121334088_27250679579_792237,"(0, 0)",0,0
Control,12135950_63909399141_263124,"(4, 0)",4,0
Control,121372186_24160448595_593910,"(4, 0)",4,0
Control,121424283_75581657669_178015,"(4, 0)",4,0
Control,121474325_99680898730_343692,"(4, 0)",4,0
Control,121490600_76646484602_627041,"(4, 0)",4,0
Control,121509728_6600651323_68437,"(4, 0)",4,0
Control,121518174_16361370428_371692,"(6, 1)",6,1
Control,121559874_33968472130_554851,"(4, 0)",4,0
Control,121598771_27330465569_144350,"(2, 0)",2,0
Control,121629948_96296729223_789126,"(4, 0)",4,0
Control,121657504_19576171094_492298,"(3, 0)",3,0
Control,121664748_10888087706_828378,"(0, 0)",0,0
Control,121765798_96967264858_524127,"(6, 1)",6,1
Control,121771503_84451529569_291406,"(3, 0)",3,0
Control,121787017_13067762240_663867,"(4, 0)",4,0
Control,121845981_48365978386_267845,"(4, 0)",4,0
Control,121850874_20006868741_71539,"(3, 0)",3,0
Control,12188057_28172793043_361809,"(4, 0)",4,0
Control,121942740_74159426200_443590,"(4, 0)",4,0
Control,121970110_55698057016_628045,"(4, 0)",4,0
Control,122024703_24104695541_862085,"(4, 0)",4,0
Control,12206437_73806635208_983181,"(0, 0)",0,0
Control,122144567_14074497783_147544,"(1, 0)",1,0
Control,122194919_87540070250_230448,"(0, 0)",0,0
Control,122201190_72593720351_530630,"(0, 0)",0,0
Control,122209811_54403341941_899,"(2, 0)",2,0
Control,122266428_2146585171_398004,"(4, 0)",4,0
Control,12227319_45884293005_754296,"(4, 0)",4,0
Control,122307723_36084253916_184891,"(4, 0)",4,0
Control,122353619_52576169120_937301,"(7, 1)",7,1
Control,12236983_79783965398_145235,"(5, 1)",5,1
Control,122379901_73882407138_824316,"(8, 2)",8,2
Control,122388461_91845002120_508353,"(6, 1)",6,1
Control,12240542_18566285438_318332,"(8, 2)",8,2
Control,122449363_62000504238_865830,"(1, 0)",1,0
Control,122486385_72752382226_311328,"(4, 0)",4,0
Control,122504630_37269107651_342871,"(4, 2)",4,2
Control,122554113_63689906172_604105,"(4, 0)",4,0
Control,122590451_98951181228_405006,"(1, 0)",1,0
Control,122634415_47700144860_599900,"(4, 0)",4,0
Control,122640086_49235012965_463549,"(0, 0)",0,0
Control,122663880_46451006040_389578,"(1, 0)",1,0
Control,122722429_67928447972_347027,"(6, 1)",6,1
Control,122753216_56212220378_574998,"(4, 0)",4,0
Control,122756517_94923888762_673429,"(3, 1)",3,1
Control,122772036_1623377393_985517,"(4, 0)",4,0
Control,12280582_71472448673_729709,"(4, 0)",4,0
Control,122835214_96038917440_99216,"(0, 0)",0,0
Control,122887283_14852379382_800663,"(4, 0)",4,0
Control,122893046_44886002207_867988,"(8, 2)",8,2
Control,122968948_36945967472_605587,"(3, 0)",3,0
Control,122994880_29074299392_19570,"(7, 2)",7,2
Control,123032608_64561054617_725441,"(4, 0)",4,0
Control,123060859_55233036098_398178,"(9, 2)",9,2
Control,123102931_73290411906_526385,"(4, 0)",4,0
Control,123168324_46185193926_560214,"(2, 0)",2,0
Control,12317259_94120766215_998053,"(2, 1)",2,1
Control,123288825_41009665133_118815,"(4, 0)",4,0
Control,123333917_59608038149_583886,"(2, 0)",2,0
Control,123335741_36781328179_918738,"(0, 0)",0,0
Control,123356906_95230109120_113548,"(4, 0)",4,0
Control,123362266_80661296471_144742,"(4, 1)",4,1
Control,123380338_29653681081_993030,"(7, 3)",7,3
Control,123529328_9690423979_425334,"(12, 3)",12,3
Control,123533949_30719615014_821424,"(4, 0)",4,0
Control,12356554_97560971984_629730,"(3, 0)",3,0
Control,123744892_86254236536_169663,"(4, 0)",4,0
Control,123811187_90187137862_329111,"(6, 1)",6,1
Control,123847228_72665145057_13588,"(3, 0)",3,0
Control,123863614_23461220026_273349,"(4, 0)",4,0
Control,12392687_79568132989_927821,"(4, 0)",4,0
Control,123937009_44568711020_185158,"(4, 0)",4,0
Control,123945240_15049563182_509668,"(4, 0)",4,0
Control,124025679_98118027194_460116,"(4, 0)",4,0
Control,124033831_80499446039_459220,"(0, 0)",0,0
Control,12419489_83568439233_464455,"(1, 0)",1,0
Control,124229463_73126414358_15072,"(4, 0)",4,0
Control,124260486_36670277946_599072,"(4, 0)",4,0
Control,12427504_78467551739_756574,"(0, 0)",0,0
Control,124447412_36918066515_141931,"(4, 0)",4,0
Control,124461069_8356618439_529754,"(4, 0)",4,0
Control,124489482_8171248895_786151,"(4, 0)",4,0
Control,124503631_69353920149_737110,"(1, 0)",1,0
Control,124512641_9148291850_312576,"(4, 0)",4,0
Control,124516327_16628925933_359868,"(3, 0)",3,0
Control,124520046_36689151827_509602,"(4, 0)",4,0
Control,124525286_10050270332_268683,"(4, 0)",4,0
Control,124530684_1650114664_348764,"(4, 0)",4,0
Control,124580442_2005847868_857666,"(4, 0)",4,0
Control,124594729_80610775712_101396,"(1, 0)",1,0
Control,124679837_20577388580_981396,"(1, 0)",1,0
Control,124686702_69456554696_674015,"(2, 1)",2,1
Control,124686715_14903187707_705589,"(3, 1)",3,1
Control,124715943_7779482614_533532,"(1, 0)",1,0
Control,124725490_90572328553_745987,"(4, 0)",4,0
Control,124740347_80763095145_707616,"(1, 0)",1,0
Control,124745559_88209710362_553144,"(2, 0)",2,0
Control,124775730_39979633590_617054,"(0, 0)",0,0
Control,124797928_17915820638_751002,"(4, 0)",4,0
Control,124819255_47719808111_570467,"(0, 0)",0,0
Control,124840717_80397683629_528569,"(4, 0)",4,0
Control,124865016_90477423795_914703,"(4, 0)",4,0
Control,124882095_46280864366_264231,"(4, 0)",4,0
Control,124966111_919307190_969778,"(1, 0)",1,0
Control,124980373_19966836976_957277,"(1, 0)",1,0
Control,124998967_30069940767_90381,"(3, 1)",3,1
Control,125064870_60043803134_912665,"(4, 0)",4,0
Control,125075925_20495729275_388372,"(2, 0)",2,0
Control,125082801_35902573405_730921,"(4, 0)",4,0
Control,125101728_53580119347_72380,"(0, 0)",0,0
Control,125145713_22030498684_999585,"(4, 0)",4,0
Control,125159452_4808162735_267959,"(4, 0)",4,0
Control,125194225_19393943227_371829,"(4, 0)",4,0
Control,125241106_85536672925_158672,"(2, 1)",2,1
Control,125241736_34468309539_332421,"(3, 1)",3,1
Control,125275489_95302320386_887748,"(4, 0)",4,0
Control,125409287_92566006442_503979,"(4, 0)",4,0
Control,12547736_41905805618_886083,"(0, 0)",0,0
Control,125513104_64867407482_727310,"(4, 0)",4,0
Control,125524632_66786583504_434636,"(2, 0)",2,0
Control,12554741_37031313601_323548,"(6, 1)",6,1
Control,12558727_78555624485_615394,"(4, 0)",4,0
Control,125667363_10738784445_6689,"(1, 0)",1,0
Control,125689100_97543733356_683501,"(0, 0)",0,0
Control,125734235_92809562194_431998,"(9, 3)",9,3
Control,125760837_89410104964_798193,"(4, 0)",4,0
Control,125829562_22668869540_932793,"(2, 1)",2,1
Control,125832423_23243023523_386086,"(4, 0)",4,0
Control,125838960_38159820968_571167,"(4, 0)",4,0
Control,125897048_98311667131_376791,"(3, 1)",3,1
Control,125924783_11568262230_26507,"(0, 0)",0,0
Control,126038468_33075363667_828406,"(4, 0)",4,0
Control,126066063_48089592003_955951,"(4, 0)",4,0
Control,126073180_13977072507_684131,"(6, 1)",6,1
Control,126077284_20158152835_103516,"(2, 1)",2,1
Control,126085187_97360729918_707744,"(1, 0)",1,0
Control,126105133_17809893975_201170,"(4, 0)",4,0
Control,126142122_29895388805_349863,"(0, 0)",0,0
Control,126145539_96791736573_654075,"(4, 0)",4,0
Control,126155948_91829417448_668805,"(4, 0)",4,0
Control,126201049_30456343453_311413,"(1, 0)",1,0
Control,126211876_11169062108_357430,"(1, 0)",1,0
Control,126240343_15554427891_834962,"(9, 2)",9,2
Control,126296998_39900099890_810751,"(4, 0)",4,0
Control,126331582_6989339765_102805,"(6, 1)",6,1
Control,126364200_6288877161_551550,"(4, 0)",4,0
Control,12639236_7874620632_257445,"(4, 1)",4,1
Control,126413178_88741590917_65200,"(4, 0)",4,0
Control,126499061_90380330808_428331,"(0, 0)",0,0
Control,126516830_86054743384_607743,"(4, 0)",4,0
Control,126553394_57423002204_670573,"(4, 0)",4,0
Control,126626366_17761548572_966909,"(4, 0)",4,0
Control,126686639_32179730399_54605,"(4, 0)",4,0
Control,126709913_77136344500_772362,"(8, 2)",8,2
Control,126831798_72369825391_412873,"(4, 0)",4,0
Control,126867733_79975391702_480338,"(4, 0)",4,0
Control,126976536_60224409497_844515,"(4, 0)",4,0
Control,126993312_61330790633_751459,"(4, 0)",4,0
Control,127002788_78871554435_4029,"(7, 1)",7,1
Control,127118167_85111041639_585079,"(0, 0)",0,0
Control,127128778_10492721551_588350,"(4, 0)",4,0
Control,12717827_74069744016_14995,"(4, 0)",4,0
Control,127193802_43804471802_546785,"(4, 0)",4,0
Control,127219285_50665742744_705968,"(4, 0)",4,0
Control,127229801_78830700894_778903,"(4, 0)",4,0
Control,127273846_29152254995_176925,"(4, 0)",4,0
Control,127332015_805650534_630144,"(4, 0)",4,0
Control,127336511_63395494679_413380,"(4, 0)",4,0
Control,127412374_44104804454_699824,"(6, 1)",6,1
Control,127422847_98470448979_125324,"(4, 0)",4,0
Control,127443034_33298582890_109226,"(2, 0)",2,0
Control,127474911_30982999871_733481,"(4, 0)",4,0
Control,127489859_27455887646_729058,"(4, 0)",4,0
Control,127543192_1009903217_813324,"(0, 0)",0,0
Control,127620060_20183449978_377510,"(1, 0)",1,0
Control,127651333_63642723320_763541,"(0, 0)",0,0
Control,127664653_77073917126_758058,"(3, 0)",3,0
Control,127687945_32968569926_106784,"(7, 1)",7,1
Control,127735928_86903835139_758444,"(4, 0)",4,0
Control,127750717_66441542942_566952,"(2, 0)",2,0
Control,127760462_93809997944_935911,"(5, 1)",5,1
Control,127761986_64804733207_377181,"(1, 0)",1,0
Control,127768935_55822287712_410152,"(2, 0)",2,0
Control,127794746_84347323856_925993,"(4, 0)",4,0
Control,127811068_29124722741_919678,"(4, 0)",4,0
Control,127828451_24580384403_991317,"(0, 0)",0,0
Control,127830304_22598971455_173727,"(4, 0)",4,0
Control,12785556_86170718367_710834,"(4, 0)",4,0
Control,127876962_5567694483_118941,"(3, 0)",3,0
Control,127889882_93420937159_313668,"(4, 0)",4,0
Control,127987869_67780914279_389546,"(4, 0)",4,0
Control,127989446_45976305204_84881,"(4, 0)",4,0
Control,128004951_82629314672_564067,"(3, 0)",3,0
Control,128025175_95676770845_648418,"(3, 0)",3,0
Control,128066400_89913040740_297219,"(1, 0)",1,0
Control,128086637_18625231611_282111,"(6, 1)",6,1
Control,128089800_46354738060_247072,"(2, 1)",2,1
Control,1280982_923648651_849206,"(4, 0)",4,0
Control,128165830_30427263254_13035,"(4, 0)",4,0
Control,128173584_37429917310_708617,"(0, 0)",0,0
Control,128198568_48364299831_325716,"(4, 0)",4,0
Control,128203835_64131603173_23885,"(4, 0)",4,0
Control,12822731_67497354981_750717,"(4, 0)",4,0
Control,128287397_67541594890_378495,"(6, 1)",6,1
Control,128319915_24044901321_822727,"(2, 1)",2,1
Control,128341898_36139070291_42472,"(4, 0)",4,0
Control,128375768_88788300716_536830,"(4, 0)",4,0
Control,128525202_44030579262_346910,"(5, 2)",5,2
Control,128546324_32320590396_147413,"(4, 0)",4,0
Control,128563699_63892912682_41512,"(4, 0)",4,0
Control,128590109_52432150880_720977,"(3, 0)",3,0
Control,128590776_29759571206_469376,"(0, 0)",0,0
Control,128646468_43424584227_475939,"(4, 0)",4,0
Control,128707278_74623051753_383286,"(10, 3)",10,3
Control,128750284_75713777450_170911,"(4, 0)",4,0
Control,128783140_35754495405_136940,"(4, 0)",4,0
Control,128799636_55392666241_586119,"(9, 2)",9,2
Control,128855486_94062763510_438708,"(2, 0)",2,0
Control,128902936_87790441591_775785,"(0, 0)",0,0
Control,128928056_89125256721_674290,"(6, 1)",6,1
Control,128981735_57138718969_513888,"(1, 0)",1,0
Control,129072364_69552435787_178438,"(3, 0)",3,0
Control,129209603_81090591944_882050,"(1, 0)",1,0
Control,129222031_3473635916_916770,"(0, 0)",0,0
Control,129284782_45195432467_969117,"(4, 0)",4,0
Control,129329302_98623136213_399677,"(4, 0)",4,0
Control,129345102_6198048288_589003,"(2, 0)",2,0
Control,129347156_1585895360_743032,"(5, 1)",5,1
Control,129369360_26151717802_201123,"(6, 1)",6,1
Control,129395060_45891532416_968667,"(4, 0)",4,0
Control,129435780_96467193325_38077,"(1, 0)",1,0
Control,129503772_31406016525_506568,"(2, 0)",2,0
Control,129560592_31834319255_707123,"(4, 0)",4,0
Control,129569776_33471130025_742989,"(4, 0)",4,0
Control,129617539_33633190024_774316,"(1, 0)",1,0
Control,129638417_19452294366_798628,"(4, 0)",4,0
Control,129641739_81272316289_220857,"(4, 0)",4,0
Control,129672371_911114751_998148,"(4, 0)",4,0
Control,129690825_24659887265_43671,"(0, 0)",0,0
Control,129700790_98182628043_469889,"(1, 0)",1,0
Control,129754703_10268711262_214473,"(4, 1)",4,1
Control,129782867_61068388166_853916,"(8, 2)",8,2
Control,129810823_10482630360_524798,"(1, 0)",1,0
Control,129910053_68634370920_865817,"(7, 3)",7,3
Control,130003430_42871225934_300099,"(2, 0)",2,0
Control,130011001_12541484740_61535,"(3, 0)",3,0
Control,130054374_51585010115_348728,"(1, 0)",1,0
Control,130079804_14229087616_693146,"(4, 0)",4,0
Control,130082011_30746901822_831062,"(4, 0)",4,0
Control,130128292_35674554046_201544,"(1, 0)",1,0
Control,130154512_34363622303_907543,"(0, 0)",0,0
Control,13023087_97741976674_444166,"(1, 0)",1,0
Control,130265057_20116357644_791157,"(4, 0)",4,0
Control,130276396_13077892110_86898,"(2, 1)",2,1
Control,130282130_27674332656_808282,"(4, 0)",4,0
Control,130304005_11426403176_332703,"(1, 0)",1,0
Control,130373787_70952693102_435513,"(4, 0)",4,0
Control,130439197_92439029634_582116,"(1, 0)",1,0
Control,130440713_2281809435_835413,"(2, 0)",2,0
Control,130502763_87279132515_340748,"(9, 1)",9,1
Control,130527615_64557898738_227312,"(0, 0)",0,0
Control,130580693_20094245520_994374,"(4, 0)",4,0
Control,130585572_98359180277_73,"(4, 0)",4,0
Control,13060357_50926088912_751725,"(4, 0)",4,0
Control,130677392_33476817174_171978,"(8, 2)",8,2
Control,130699819_90131813273_496343,"(3, 0)",3,0
Control,130708789_63915970512_121093,"(0, 0)",0,0
Control,130716726_54642386508_698905,"(4, 0)",4,0
Control,130784444_56695563477_550843,"(1, 0)",1,0
Control,130790172_6705174264_256296,"(4, 0)",4,0
Control,13080302_36689698049_922420,"(2, 1)",2,1
Control,13092532_87758376018_225822,"(2, 0)",2,0
Control,130990903_96094011232_108566,"(4, 0)",4,0
Control,131028158_42653629837_530746,"(2, 0)",2,0
Control,131038079_20704566257_709964,"(4, 0)",4,0
Control,131042306_59964662150_962727,"(9, 3)",9,3
Control,131097691_81023234611_218655,"(4, 0)",4,0
Control,131102525_42937895906_669146,"(4, 0)",4,0
Control,131125518_10728506408_139107,"(4, 0)",4,0
Control,131131086_61118591292_58315,"(1, 0)",1,0
Control,131144238_53571830218_385033,"(4, 0)",4,0
Control,131147598_56238808495_743616,"(2, 0)",2,0
Control,13115041_86046233632_614678,"(4, 0)",4,0
Control,131151000_16136280378_595781,"(4, 0)",4,0
Control,131299759_36106440729_973969,"(4, 2)",4,2
Control,131348528_22231488950_128767,"(4, 0)",4,0
Control,131432557_64587820928_612656,"(3, 0)",3,0
Control,131433945_81573513202_350048,"(4, 0)",4,0
Control,131445605_75345808415_278073,"(4, 0)",4,0
Control,13145096_89466953582_339653,"(4, 0)",4,0
Control,1315337_13623885675_876847,"(4, 0)",4,0
Control,131549310_39584552185_886703,"(4, 0)",4,0
Control,131601901_16363299693_463486,"(1, 0)",1,0
Control,131605515_5804062002_838691,"(5, 1)",5,1
Control,13164932_81381066066_124837,"(6, 2)",6,2
Control,131658082_36944318668_574392,"(4, 0)",4,0
Control,131680998_50955482767_470242,"(4, 0)",4,0
